"","autoctr","StockCode","sciname","ReproducRefNo","ReproMode","Fertilization","MatingSystem","MonogamyType","MatingRefNo","MatingQuality","Spawning","BatchSpawner","SpawnModRef","RepGuild1","RepGuild2","ParentalCare","ParentalCareQ","ParentalCareRef","RepAquarium","RepAquaRef","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","AddInfos","TS","SpecCode"
"1",1307,2541,"Abactochromis labrosus",1672,"dioecism","in mouth",NA,NA,NA,NA,NA,0,NA,"bearers","external brooders","maternal","3",NA,NA,NA,339,"1998-06-30T00:00:00.000Z",2,"2014-06-27T00:00:00.000Z",NA,NA,NA,NA,2347
"2",5786,12584,"Acarichthys heckelii",7471,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","nesters",NA,NA,NA,NA,NA,10,"1994-09-16T00:00:00.000Z",NA,"1996-03-16T00:00:00.000Z",10,"1996-03-16T00:00:00.000Z","A hole nester.      ",NA,12258
"3",5788,12586,"Acaronia nassa",40602,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","biparental","1",40602,NA,NA,1,"2001-11-09T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"Spawn on horizontal surface. Female tends eggs and male defends territory (Ref. 40602).",NA,12260
"4",8001,39232,"Acaronia vultuosa",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,46568
"5",8003,39234,"Aequidens chimantanus",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,46570
"6",6134,13418,"Aequidens diadema",40602,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"bearers","external brooders","biparental","1",40602,NA,NA,1,"2001-11-09T00:00:00.000Z",2,"2011-03-25T00:00:00.000Z",NA,NA,"Spawns on substrate; after hatching, both parents take larvae into mouth (Ref. 40602).",NA,13108
"7",8601,43026,"Aequidens epae",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,51471
"8",8600,43025,"Aequidens gerciliae",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,51469
"9",8005,39238,"Aequidens hoehnei",40602,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","biparental","1",40602,NA,NA,1,"2001-11-10T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"Both parents guard the eggs and young (Ref. 40602).",NA,46574
"10",8486,41905,"Aequidens mauesanus",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,50071
"11",5794,12598,"Aequidens metae",40602,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders",NA,NA,NA,NA,NA,1,"2001-11-09T00:00:00.000Z",NA,"2001-09-11T00:00:00.000Z",NA,NA,NA,NA,12273
"12",8602,43027,"Aequidens michaeli",40602,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","biparental","1",40602,NA,NA,1,"2001-11-10T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"Eggs are deposited on hard substrate; eggs and larvae are defended by both parents (Ref. 40602).",NA,51472
"13",8007,39244,"Aequidens pallidus",40602,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders",NA,NA,NA,NA,NA,339,"1998-08-20T00:00:00.000Z",1,"2001-09-11T00:00:00.000Z",NA,NA,"Not a larvophil mouthbrooder (Ref. 40602).",NA,46581
"14",7583,20899,"Aequidens patricki",40602,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders",NA,NA,NA,NA,NA,1,"2001-11-09T00:00:00.000Z",NA,"2001-09-11T00:00:00.000Z",NA,NA,NA,NA,26733
"15",8009,39248,"Aequidens plagiozonatus",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,46586
"16",8011,39253,"Aequidens potaroensis",40602,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","biparental","1",40602,NA,NA,1,"2001-11-10T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"Spawns on hard substrate: parents defend eggs and larvae (Ref. 40602).",NA,46594
"17",8663,43473,"Aequidens rondoni",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,52210
"18",5798,12604,"Aequidens tetramerus",1672,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","biparental","1",35237,NA,NA,339,"1998-08-20T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"Produces a minimum of 1000 eggs (Ref. 1672).",NA,12278
"19",9214,47183,"Aequidens tubicen",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,57663
"20",9213,47181,"Aequidens viridis",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,57661
"21",693,2231,"Alcolapia alcalica",2,"dioecism","external",NA,NA,NA,NA,"Throughout the year, but peaking once",0,11288,"bearers","external brooders","maternal","1",2,NA,NA,3,"1991-02-07T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"Early in the morning before taking possession of their pits, the males feed on slimy algal growths-noisily. Sexual activity is greater after noon than before. Young male may build a small pit around that of a larger male and mate there with a small female (Ref. 2). Males prepare and guard nests, while females migrate from one nest to another. Males guard the nest against juveniles of their own species and other species which feed on the fertilized eggs which fall from the mouth of the female mouth brooder (Ref. 11288).",NA,2034
"22",692,2230,"Alcolapia grahami",2,"dioecism","in mouth",NA,NA,NA,NA,NA,0,NA,"bearers","external brooders","maternal","1",2,NA,NA,3,"1991-02-08T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"Male prepares a breeding pit, the structure of which may vary with the nature of the substratum. Breeding activities are more actively pursued by both sexes in the morning than in the afternoon. Female lays about 3-10 eggs at a time, picks them up instantly and the male swims with his genital papilla near the mouth, probably emitting sperm. Brooding period reportedly 12-16 days.  ",NA,2033
"23",8915,45106,"Alcolapia latilabris",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,54452
"24",8912,45103,"Alcolapia ndalalani",32272,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"bearers","external brooders","maternal","1",32272,NA,NA,483,"1999-11-16T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"Females carry eggs and larvae in their mouths (Ref. 32272).",NA,54450
"25",9857,52401,"Alticorpus geoffreyi",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,62418
"26",1259,2390,"Alticorpus macrocleithrum",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,2191
"27",1260,2391,"Alticorpus mentale",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,2192
"28",1262,2393,"Alticorpus peterdaviesi",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,2194
"29",1261,2392,"Alticorpus profundicola",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,2193
"30",4330,8445,"Altolamprologus calvus",2060,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",2060,NA,NA,339,"1998-07-03T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"The female guards the eggs, about 200 in number (Ref. 2060).",NA,8134
"31",4331,8446,"Altolamprologus compressiceps",1672,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders",NA,NA,NA,NA,NA,339,"1998-06-30T00:00:00.000Z",NA,"1998-08-20T00:00:00.000Z",NA,NA,NA,NA,8135
"32",6231,53762,"Amatitlania coatepeque",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,63627
"33",6232,53763,"Amatitlania kanna",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,63628
"34",1964,3811,"Amatitlania nigrofasciata",6466,"dioecism","external","monogamy",NA,31319,"1","no obvious seasonal peak",0,NA,"guarders","nesters","biparental","1",31319,"Medium",7020,10,"1997-12-22T00:00:00.000Z",2,"2007-11-20T00:00:00.000Z",NA,NA,"Lays eggs on cleaned surfaces of rocks. Parents incubate eggs and guard young. Tends and fans the embryos and free embryos and transfers them several times into new pits excavated in the bottom using its mouth (huddling) (Ref. 34155).
Dark cavities are preferred as nests to conceal the brood and make them less conspicuous to visual predators (Ref. 38966). When in caves, single entrances are favored to reduce the probability of intrusion and are probably more manageable for the females in terms of defending their brood (Ref. 38966). Approximately 100-150 eggs are deposited and are vigorously guarded and cared for by both male and female (Ref. 44091).",NA,3615
"35",6233,53764,"Amatitlania siquia",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,63629
"36",5805,12620,"Amphilophus alfari",2060,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders",NA,NA,NA,NA,NA,1057,"2003-07-02T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,12294
"37",7586,20906,"Amphilophus altifrons",2060,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders",NA,NA,NA,NA,NA,1057,"2003-07-02T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,26742
"38",9797,51660,"Amphilophus amarillo",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,61773
"39",6242,53852,"Amphilophus astorquii",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,63713
"40",9226,47438,"Amphilophus bussingi",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,57877
"41",7587,20907,"Amphilophus calobrensis",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,26744
"42",6240,53849,"Amphilophus chancho",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,63710
"43",2424,5010,"Amphilophus citrinellus",38966,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","nesters","biparental","1",44091,NA,NA,2,"2002-01-21T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"Spawn preferentially on the ceiling of natural caves (Ref. 38966). Deposit eggs on hard substrates, such as rocks or logs; both parents  guarding the eggs and the fry for several weeks (Ref. 44091). 300-1000 eggs (Ref. 2060).",NA,4786
"44",7746,21599,"Amphilophus diquis",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,26745
"45",6241,53850,"Amphilophus flaveolus",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,63711
"46",7809,38718,"Amphilophus hogaboomorum",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,28151
"47",7813,38753,"Amphilophus labiatus",2060,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","nesters","maternal","1",2060,NA,NA,1057,"2003-07-02T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"600-700 eggs, female tends the clutch (Ref. 2060).",NA,28238
"48",7588,20912,"Amphilophus longimanus",2060,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","nesters",NA,NA,NA,NA,NA,1057,"2003-07-02T00:00:00.000Z",NA,"2003-07-02T00:00:00.000Z",NA,NA,NA,NA,26748
"49",7584,20902,"Amphilophus lyonsi",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,26737
"50",7589,20914,"Amphilophus macracanthus",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,26749
"51",7590,20916,"Amphilophus margaritifer",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,26752
"52",9223,47415,"Amphilophus nourissati",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,57857
"53",7591,20918,"Amphilophus rhytisma",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-21T00:00:00.000Z",NA,"2008-04-21T00:00:00.000Z",NA,NA,NA,NA,26753
"54",7592,20921,"Amphilophus robertsoni",7335,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders",NA,NA,NA,NA,NA,10,"1997-12-18T00:00:00.000Z",NA,"1997-12-18T00:00:00.000Z",NA,NA,"Generally spawns in open pits or depressions in the sand. Cleans an area about 12-18 inches in diameter and patrols an area about 1-2 cubic meters, diligently warding off intruders.",NA,26756
"55",7593,20924,"Amphilophus rostratus",7335,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders",NA,NA,NA,NA,NA,10,"1997-12-18T00:00:00.000Z",NA,"1997-12-18T00:00:00.000Z",NA,NA,NA,NA,26759
"56",9798,51661,"Amphilophus sagittae",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-22T00:00:00.000Z",NA,"2008-04-22T00:00:00.000Z",NA,NA,NA,NA,61774
"57",9799,51662,"Amphilophus xiloaensis",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-22T00:00:00.000Z",NA,"2008-04-22T00:00:00.000Z",NA,NA,NA,NA,61775
"58",5824,12652,"Amphilophus zaliosus",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"2008-04-22T00:00:00.000Z",NA,"2008-04-22T00:00:00.000Z",NA,NA,NA,NA,12324
"59",8002,39233,"Andinoacara biseriatus",40602,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","biparental","1",40602,NA,NA,1,"2001-11-12T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"Spawn up to120 eggs on flat stones; both parents care for eggs and larvae (Ref. 40602).",NA,46569
"60",7812,38752,"Andinoacara coeruleopunctatus",12251,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","biparental","1",12251,NA,NA,10,"1998-01-23T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"An open bottom spawner which produces hundreds of eggs. Both parents care for their eggs until the fry are a week into free-swimming (Ref. 12251).",NA,28234
"61",5793,12597,"Andinoacara latifrons",40602,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","biparental","1",40602,"Medium",12251,1,"2001-11-10T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"Spawn up to 800 oval eggs of 1.2 mm diameter on flat substrate; both parents defend eggs and larvae (Ref. 40602).",NA,12271
"62",2378,4951,"Andinoacara pulcher",7020,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","biparental","1",7020,"Medium",7020,10,"1994-06-20T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",10,"1996-03-16T00:00:00.000Z","In captivity, both male and female clean a rock which will be the spawning area. Eggs are laid on the rock by the female and fertilized by the male. Both male and female guard the eggs, which hatch in 2 to 5 days, and continue to look after the fry for some weeks (Ref. 7020). In cases of danger, the male protects its young by placing them inside its mouth (Ref. 26543).",NA,4727
"63",5767,12535,"Andinoacara rivulatus",1672,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","biparental","1",1672,NA,NA,339,"1998-08-20T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"Deposit up to 600 eggs on hard substrate: the female cares for the eggs and larvae and the male defends the territory (Ref. 40602).",NA,12209
"64",5796,12602,"Andinoacara sapayensis",2060,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","paternal","1",2060,NA,NA,1057,"2003-07-01T00:00:00.000Z",2,"2008-04-21T00:00:00.000Z",NA,NA,"About 400 eggs. Male defends the territory (Ref. 2060).",NA,12277
"65",11767,55286,"Andinoacara stalsbergi",82770,"dioecism","external","monogamy",NA,82770,"1",NA,0,NA,"guarders","clutch tenders","biparental","1",NA,NA,NA,10,"2015-10-19T00:00:00.000Z",2,"2016-06-02T00:00:00.000Z",NA,NA,"Data based on aquarium observations (Ref. 82770).",NA,65199
"66",4332,8447,"Anomalochromis thomasi",1672,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders",NA,NA,NA,NA,NA,339,"1998-06-30T00:00:00.000Z",NA,"1998-06-30T00:00:00.000Z",NA,NA,NA,NA,8136
"67",9850,52326,"Apistogramma acrensis",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders",NA,NA,NA,NA,NA,NA,2,"2008-04-22T00:00:00.000Z",NA,"2008-04-22T00:00:00.000Z",NA,NA,NA,NA,62347
"68",7563,20868,"Apistogramma agassizii",1672,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",1672,"Medium",7020,339,"1998-08-20T00:00:00.000Z",2,"2008-04-25T00:00:00.000Z",NA,NA,"Produces up to 150 eggs. Eggs are attached to the ceiling of caves, female cares for eggs and larvae. (Ref. 1672).",NA,26703
"69",9823,51907,"Apistogramma alacrina",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders",NA,NA,NA,NA,NA,NA,2,"2008-04-22T00:00:00.000Z",NA,"2008-04-22T00:00:00.000Z",NA,NA,NA,NA,62004
"70",5501,11461,"Apistogramma amoena",7020,"dioecism","external","polygyny",NA,7020,"1",NA,0,NA,"guarders","nesters","maternal","1",7020,NA,NA,10,"1994-06-20T00:00:00.000Z",2,"2008-04-22T00:00:00.000Z",10,"1996-03-16T00:00:00.000Z","Male guards a relatively large territory, within this area a number of females occupy smaller territories. Male courts and mates with each female. Females lay eggs on the roof of the cave and tend them. Eggs hatch in 3 to 4 days and the fry are guarded for a time by the females (Ref. 7020).",NA,11137
"71",9874,52655,"Apistogramma angayuara",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders",NA,NA,NA,NA,NA,NA,2,"2008-04-22T00:00:00.000Z",NA,"2008-04-22T00:00:00.000Z",NA,NA,NA,NA,62641
"72",8623,43231,"Apistogramma arua",47893,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",47893,NA,NA,1057,"2003-07-16T00:00:00.000Z",2,"2008-04-25T00:00:00.000Z",NA,NA,"Eggs are attached to the ceiling of caves, female cares for eggs and larvae (Ref. 47893).",NA,51778
"73",9201,47082,"Apistogramma atahualpa",47893,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",47893,NA,NA,1057,"2003-07-16T00:00:00.000Z",2,"2008-04-25T00:00:00.000Z",NA,NA,"Eggs are attached to the ceiling of caves, female cares for eggs and larvae (Ref 47893).",NA,57506
"74",9851,52327,"Apistogramma baenschi",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders",NA,NA,NA,NA,NA,NA,2,"2008-04-22T00:00:00.000Z",NA,"2008-04-22T00:00:00.000Z",NA,NA,NA,NA,62348
"75",6138,13424,"Apistogramma bitaeniata",1672,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",2060,NA,NA,339,"1998-08-20T00:00:00.000Z",2,"2008-04-25T00:00:00.000Z",NA,NA,"Produces 40-60 eggs. All <i>Apistogramma</i> species build caves for spawning, the eggs are attached to the ceiling. Female tends the clutch (Ref. 2060).",NA,13116
"76",5502,11462,"Apistogramma borellii",1672,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",1672,"Medium",7020,339,"1998-08-20T00:00:00.000Z",2,"2008-04-25T00:00:00.000Z",NA,NA,"Produces 50-70 eggs. The eggs are attached to the ceiling of caves, female cares for eggs and larvae. (Ref. 1672).",NA,11138
"77",8012,39254,"Apistogramma brevis",47893,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",47893,NA,NA,1057,"2003-07-16T00:00:00.000Z",2,"2008-04-25T00:00:00.000Z",NA,NA,"Eggs are attached to the ceiling of caves, female cares for eggs and larvae (Ref. 47893).",NA,46595
"78",5799,12608,"Apistogramma cacatuoides",1672,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",47893,NA,NA,339,"1998-08-20T00:00:00.000Z",2,"2008-04-25T00:00:00.000Z",NA,NA,"Produces up to 80 eggs. Eggs are attached to the ceiling of caves, female cares for eggs and larvae (Ref. 47893).",NA,12282
"79",8015,39259,"Apistogramma caetei",2060,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",2060,NA,NA,1057,"2003-07-01T00:00:00.000Z",2,"2017-07-27T00:00:00.000Z",NA,NA,"Max. 200 eggs are deposited on the cave ceiling. Female tends the clutch (Ref. 2060). Is a harem spawner when the opportunity arises (Ref. 12251).",NA,46601
"80",10068,56326,"Apistogramma cinilabra",86747,NA,NA,"polygyny",NA,86747,"1",NA,0,NA,"guarders",NA,"biparental","1",86747,NA,NA,10,"2011-04-18T00:00:00.000Z",NA,"2011-04-18T00:00:00.000Z",NA,NA,NA,NA,66028
"81",5800,12609,"Apistogramma commbrae",2060,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","biparental","1",47893,NA,NA,1057,"2003-07-01T00:00:00.000Z",2,"2008-04-23T00:00:00.000Z",NA,NA,"Max. 80 eggs are deposited on the cave ceiling. Female clutch tender, but male often takes part in caring for eggs and larvae (Ref. 47893).",NA,12283
"82",7555,20859,"Apistogramma cruzi",47893,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",47893,NA,NA,1057,"2003-07-16T00:00:00.000Z",2,"2008-04-25T00:00:00.000Z",NA,NA,"Eggs are attached to the roof of caves, female cares for eggs and larvae (Ref. 47893).",NA,26692
"83",8111,39461,"Apistogramma diplotaenia",47893,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",47893,NA,NA,1057,"2003-07-16T00:00:00.000Z",2,"2008-04-25T00:00:00.000Z",NA,NA,"Eggs are attached to the roof of caves, female cares for eggs and larvae (Ref. 47893).",NA,46851
"84",8016,39263,"Apistogramma elizabethae",47893,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",47893,NA,NA,1057,"2003-07-16T00:00:00.000Z",2,"2008-04-25T00:00:00.000Z",NA,NA,"Eggs are attached to the roof of caves, female cares for eggs and larvae (Ref. 47893).",NA,46608
"85",9829,51990,"Apistogramma eremnopyge",205,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders",NA,NA,NA,NA,NA,NA,2,"2008-04-23T00:00:00.000Z",NA,"2008-04-23T00:00:00.000Z",NA,NA,NA,NA,62078
"86",7554,20857,"Apistogramma eunotus",47893,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",47893,NA,NA,1057,"2003-07-01T00:00:00.000Z",2,"2008-04-25T00:00:00.000Z",NA,NA,"100-150 eggs are attached to the ceiling of caves, female cares for eggs and larvae (Ref. 47893).",NA,26690
"87",8017,39267,"Apistogramma geisleri",47893,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",47893,NA,NA,1057,"2003-07-16T00:00:00.000Z",2,"2008-04-25T00:00:00.000Z",NA,NA,"Eggs are attached to the ceiling of caves, female cares for eggs and larvae (Ref. 47893).",NA,46615
"88",8019,39271,"Apistogramma gephyra",2060,"dioecism","external",NA,NA,NA,NA,NA,0,NA,"guarders","clutch tenders","maternal","1",2060,NA,NA,1057,"2003-07-01T00:00:00.000Z",2,"2008-04-25T00:00:00.000Z",NA,NA,"Max. 200 eggs, female tends the clutch(Ref. 2060).  Eggs are attached to the ceiling of caves (Ref. 47893).",NA,46618
